POSTAL_COD,ROAD_NAME,BUILDING_N,Dest,Service_Feedback
574370,UPPER THOMSON ROAD,,Marina Barrage,Good
574370,UPPER THOMSON ROAD,,Marina Barrage,So So
574370,UPPER THOMSON ROAD,,Marina Barrage,Not Good
574370,UPPER THOMSON ROAD,,Marina Barrage,Very Good
574370,UPPER THOMSON ROAD,,Marina Barrage,Good
574370,UPPER THOMSON ROAD,,Marina Barrage,So So
574370,UPPER THOMSON ROAD,,Marina Barrage,Not Good
574370,UPPER THOMSON ROAD,,Marina Barrage,Very Good
574370,UPPER THOMSON ROAD,,Marina Barrage,Good
574370,UPPER THOMSON ROAD,,Marina Barrage,So So
574370,UPPER THOMSON ROAD,,Marina Barrage,Not Good
574370,UPPER THOMSON ROAD,,Marina Barrage,Very Good
574370,UPPER THOMSON ROAD,,Marina Barrage,Good
574406,UPPER THOMSON ROAD,,Marina Barrage,So So
574505,BISHAN STREET 11,,Marina Barrage,Not Good
574626,THOMSON ROAD,MOUNT ALVERNIA HOSPITAL,Night Safari,Very Good
578273,BISHAN STREET 24,NATURA LOFT,Sentosa,Good
579734,BRADDELL HILL,BRADDELL VIEW,Sentosa,So So
579735,BRADDELL HILL,BRADDELL VIEW,Sentosa,Not Good
579736,BRADDELL HILL,BRADDELL VIEW,Changi Airport,Very Good
579991,ANG MO KIO AVENUE 1,BISHAN DEPOT (SMRT),Night Safari,Good
589217,HUA GUAN AVENUE,HONG KONG PARK,Marina Barrage,So So
589440,DUNEARN ROAD,,Marina Barrage,Not Good
589446,DUNEARN ROAD,,Marina Barrage,Very Good
589448,DUNEARN ROAD,,Marina Barrage,Good
589467,DUNEARN ROAD,,Changi Airport,So So
589471,DUNEARN ROAD,ESSO YARWOOD,Sentosa,Not Good
589472,DUNEARN ROAD,896 DUNEARN,Night Safari,Very Good
589482,DUNEARN ROAD,GARDENVISTA,Sentosa,Good
589483,DUNEARN ROAD,GARDENVISTA,Sentosa,So So
589484,DUNEARN ROAD,GARDENVISTA,Sentosa,Not Good
589485,DUNEARN ROAD,GARDENVISTA,Sentosa,Very Good
589486,DUNEARN ROAD,GARDENVISTA,Sentosa,Good
589487,DUNEARN ROAD,GARDENVISTA,Sentosa,So So
589488,DUNEARN ROAD,JARDIN,Night Safari,Not Good
589489,DUNEARN ROAD,JARDIN,Botanic Gardens,Very Good
589627,BUKIT TIMAH ROAD,MAPLE WOODS,Night Safari,Good
589647,BUKIT TIMAH ROAD,FLORIDIAN,Sentosa,So So
589650,BUKIT TIMAH ROAD,THE NEXUS,Sentosa,Not Good
589651,BUKIT TIMAH ROAD,THE NEXUS,Botanic Gardens,Very Good
589659,BUKIT TIMAH ROAD,THE CASCADIA,Sentosa,Good
589664,BUKIT TIMAH ROAD,FLORIDIAN,Singapore Polytechnic,So So
596202,YUK TONG AVENUE,RADIANCE @ BUKIT TIMAH,Changi Airport,Not Good
596203,YUK TONG AVENUE,RADIANCE @ BUKIT TIMAH,Changi Airport,Very Good
596208,YUK TONG AVENUE,RADIANCE @ BUKIT TIMAH,Changi Airport,Good
596209,YUK TONG AVENUE,RADIANCE @ BUKIT TIMAH,Changi Airport,So So
596215,YUK TONG AVENUE,AIRVIEW PARK,Marina Barrage,Not Good
596439,YUK TONG AVENUE,,Marina Barrage,Very Good
596440,YUK TONG AVENUE,,Marina Barrage,Good
596445,YUK TONG AVENUE,,Marina Barrage,So So
596446,YUK TONG AVENUE,,Marina Barrage,Not Good
598047,LORONG KISMIS,,Marina Barrage,Very Good
598110,LORONG KISMIS,,Sentosa,Good
598111,LORONG KISMIS,,Sentosa,So So
598651,JALAN JURONG KECHIL,,Sentosa,Not Good
598652,JALAN JURONG KECHIL,,Marina Barrage,Very Good
599473,CLEMENTI ROAD,,Marina Barrage,Good
599483,CLEMENTI ROAD,ROSEDALE,Marina Barrage,So So
599492,CLEMENTI ROAD,NGEE ANN POLYTECHNIC (BLK 75) (ALUMNI CLUBHOUSE),Singapore Polytechnic,Not Good
599719,CHUN TIN ROAD,MANDARIN PARK,Sentosa,Very Good
599720,CHUN TIN ROAD,MANDARIN PARK,Changi Airport,Good
